JobID,Jobtitle,Companies,Locations,Experience,Skills,Salary,Reviews,Age of post,Job type,Logo,Rating,Job Description
5872,data engineer: data integration,ibm india pvt. limited,['pune'],4-6 yrs,"['business intelligence', 'creative designing', 'datastage', 'unix shell scripting', 'ab initio', 'data cleansing', 'application design', 'design thinking']",not disclosed,9304,2 days ago,preferred,logo present,4,minimum 4+ years of experience in etl datastage development required technical and prof...
5873,data engineer: data integration,ibm india pvt. limited,['pune'],4-6 yrs,"['business intelligence', 'data engineer', 'creative designing', 'datastage', 'unix shell scripting', 'ab initio', 'data cleansing', 'application design']",not disclosed,9304,2 days ago,preferred,logo present,4,minimum 4+ years of experience in etl datastage development required technical and prof...
5874,data engineer: data integration,ibm india pvt. limited,['pune'],1-3 yrs,"['hive', 'data engineer', 'hadoop', 'ca7', 'unix shell scripting', 'data warehousing', 'oracle', 'teradata']",not disclosed,9304,2 days ago,preferred,logo present,4,minimum 1-2+ years of experience in ab initio development required technical and profes...
5875,data engineer: big data,ibm india pvt. limited,['pune'],5-7 yrs,"['it skills', 'java', 'python', 'software development', 'cloud', 'devops', 'big data', 'pyspark']",not disclosed,9304,2 days ago,preferred,logo present,4,"introductionat ibm, work is more than a job its a calling: to build. to design. to code..."
5876,data engineer - data warehouse,ibm india pvt. limited,['pune'],5-10 yrs,"['it skills', 'python', 'testing', 'cloud', 'big data', 'aws', 'nosql', 'snowflake']",not disclosed,9304,3 days ago,preferred,logo present,4,experience in etl development & deployment using ibm datastage knowledge on aws knowled...
5877,data engineer - data integration,ibm india pvt. limited,['pune'],4-9 yrs,"['it skills', 'testing', 'business intelligence', 'creative designing', 'datastage', 'unix shell scripting', 'ab initio', 'data cleansing']",not disclosed,9304,3 days ago,preferred,logo present,4,minimum 4+ years of experience in etl datastage development required technical and prof...
5878,data engineer - big data,ibm india pvt. limited,['pune'],5-10 yrs,"['pyspark', 'hive', 'cloudera', 'hadoop', 'scala', 'kafka', 'big data', 'sql database']",not disclosed,9304,3 days ago,preferred,logo present,4,"az 400 devops certificationproficient in big data, hadoop, spark analytics engine, mana..."
5879,data engineer - data integration,ibm india pvt. limited,['pune'],4-9 yrs,"['it skills', 'testing', 'business intelligence', 'creative designing', 'unix shell scripting', 'ab initio', 'data cleansing', 'application design']",not disclosed,9304,3 days ago,preferred,logo present,4,minimum 6+ years of experience in abinitio development required technical and professio...
5880,data engineer: data integration,ibm india pvt. limited,['pune'],6-10 yrs,"['business intelligence', 'creative designing', 'unix shell scripting', 'ab initio', 'data cleansing', 'application design', 'design thinking', 'etl']",not disclosed,9304,3 days ago,preferred,logo present,4,minimum 6+ years of experience in abinitio development required technical and professio...
5881,data engineer: big data,ibm india pvt. limited,['pune'],5-7 yrs,"['pyspark', 'hive', 'cloudera', 'hadoop', 'scala', 'kafka', 'big data', 'spark']",not disclosed,9304,3 days ago,preferred,logo present,4,"introductionat ibm, work is more than a job – it’s a calling: to build. to design. to c..."
5882,data engineer: data integration,ibm india pvt. limited,['pune'],1-5 yrs,"['hive', 'ab initio development', 'hadoop', 'ca7', 'unix shell scripting', 'data warehousing', 'oracle', 'teradata']",not disclosed,9304,3 days ago,preferred,logo present,4,minimum 1-2+ years of experience in ab initio development required technical and profes...
5883,data engineer: data modeling,ibm india pvt. limited,['pune'],4-6 yrs,"['pyspark', 'java', 'hive', 'scala', 'unix shell scripting', 'spark', 'oozie', 'data modeling']",not disclosed,9304,3 days ago,preferred,logo present,4,"introductionat ibm, work is more than a job – it’s a calling: to build. to design. to c..."
5884,data engineer: data integration,ibm india pvt. limited,['pune'],4-6 yrs,"['business intelligence', 'datastage', 'data engineer', 'unix shell scripting', 'ab initio', 'data cleansing', 'application design', 'design thinking']",not disclosed,9304,3 days ago,preferred,logo present,4,minimum 4+ years of experience in etl datastage development required technical and prof...
5885,data engineer: data integration,ibm india pvt. limited,['pune'],4-8 yrs,"['it skills', 'testing', 'etl datastage development', 'data mart creation', 'etl', 'datastage', 'data ingestion', 'unix shell scripting']",not disclosed,9304,3 days ago,preferred,logo present,4,minimum 4+ years of experience in etl datastage development required technical and prof...
5886,data engineer: data integration,ibm india pvt. limited,['pune'],4-8 yrs,"['it skills', 'testing', 'etl datastage development', 'data mart creation', 'etl', 'datastage', 'data ingestion', 'unix shell scripting']",not disclosed,9304,3 days ago,preferred,logo present,4,minimum 4+ years of experience in etl datastage development required technical and prof...
5887,data engineer: data modeling,ibm india pvt. limited,['pune'],6-8 yrs,"['pyspark', 'java', 'hive', 'scala', 'unix shell scripting', 'spark', 'oozie', 'data modeling']",not disclosed,9304,5 days ago,preferred,logo present,4,"introductionat ibm, work is more than a job - it’s a calling: to build. to design. to c..."
5888,data engineer data integration,ibm india pvt. limited,['pune'],4-8 yrs,"['business intelligence', 'datastage', 'business process', 'unix shell scripting', 'ab initio', 'data cleansing', 'design thinking', 'etl']",not disclosed,9304,6 days ago,preferred,logo present,4,minimum 4+ years of experience in etl datastage development required technical and prof...
5889,data engineer: data modeling,ibm india pvt. limited,['pune'],3-5 yrs,"['it skills', 'testing', 'cloud', 'node.js', 'css', 'javascript', 'front end', 'git']",not disclosed,9304,7 days ago,preferred,logo present,4,"introductionat ibm, work is more than a job – it’s a calling: to build. to design. to c..."
5890,data engineer: data integration,ibm india pvt. limited,['pune'],4-6 yrs,"['it skills', 'testing', 'business intelligence', 'datastage', 'unix shell scripting', 'ab initio', 'data cleansing', 'application design']",not disclosed,9304,7 days ago,preferred,logo present,4,minimum 4+ years of experience in etl datastage development required technical and prof...
5891,excellent job opportunity for azure data engineer - chennai / pune.,syntel private limited,"['pune', ' chennai']",3-8 yrs,"['azure data factory', 'data analytics', 'sql', 'business intelligence', 'adf', 'power bi', 'azure data lake', 'azure databricks']",not disclosed,1905,none,preferred,logo present,3.6,job description: azure data and analytics developer/leadexperience on development and m...
5892,data engineer - data modeling,ibm india pvt. limited,['pune'],3-5 yrs,"['design principles', 'css', 'express', 'front end', 'git', 'accessibility', 'html5', 'javascript']",not disclosed,9304,8 days ago,preferred,logo present,4,"introductionat ibm, work is more than a job – it’s a calling: to build. to design. to c..."
5893,data engineer: data warehouse,ibm india pvt. limited,['pune'],5-7 yrs,"['it skills', 'python', 'testing', 'cloud', 'big data', 'aws', 'nosql', 'snowflake']",not disclosed,9304,15 days ago,preferred,logo present,4,experience in etl development & deployment using ibm datastage knowledge on aws knowled...
5894,sr financial analyst - data visualization,mindbody,['pune'],3-5 yrs,"['it skills', 'tableau', 'power bi', 'automation', 'data management', 'erp system', 'financial analysis', 'financial planning']",not disclosed,4,30+ days ago,none,no logo,3,job summary: mindbody is looking for a sr financial analyst passionate about data and v...
5895,data analytics - intern,merkle inc.,['pune'],0-1 yrs,"['data validation', 'intern', 'sas', 'data analytics', 'troubleshooting', 'adobe', 'digital marketing', 'analytics']",not disclosed,0,30+ days ago,none,logo present,0,"hands-on experience of building statistical models like regression, decision tree, rand..."
5896,"analyst master data, compliance & vendor mgmt",tetra pak india pvt. ltd,['pune'],3-8 yrs,"['administration', 'analyst', 'data management', 'vendor management', 'compliance', 'data privacy', 'risk management', 'business continuity']",not disclosed,148,29 days ago,premium,logo present,4.3,a full time university degree and at least 03 years of related experience in area of su...
5897,"analyst master data(pir), compliance & vendor mgmt",tetra pak india pvt. ltd,['pune'],3-8 yrs,"['data cleansing', 'sap ecc', 'analyst', 'data management', 'vendor management', 'compliance', 'master data management', 'issue resolution']",not disclosed,148,29 days ago,premium,logo present,4.3,a full time university degree and at least 03 years of related experience in related ar...
5898,"analyst master data, compliance & vendor mgmt - ssc",tetra pak india pvt ltd,['pune'],3-8 yrs,"['administration', 'analyst', 'data management', 'vendor management', 'compliance', 'data privacy', 'risk management', 'business continuity']",not disclosed,148,30 days ago,premium,logo present,4.3,a full time university degree and at least 03 years of related experience in area of su...
5899,"analyst master data(pir), compliance & vendor mgmt",tetra pak india pvt ltd,['pune'],3-8 yrs,"['data cleansing', 'training', 'analyst', 'data management', 'vendor management', 'compliance', 'master data management', 'issue resolution']",not disclosed,148,30 days ago,premium,logo present,4.3,a full time university degree and at least 03 years of related experience in related ar...
5900,"analyst master data(ariba slp), compliance & vendor mgmt - ssc india",tetra pak india pvt ltd,['pune'],3-8 yrs,"['data cleansing', 'training', 'analyst', 'data management', 'vendor management', 'compliance', 'master data management', 'issue resolution']",not disclosed,148,30 days ago,premium,logo present,4.3,what you will do deliver training locally and support /end user (mdm tools and new proc...
5901,"analyst master data(ariba slp), compliance & vendor mgmt - ssc india",tetra pak india pvt ltd,['pune'],3-8 yrs,"['data cleansing', 'training', 'analyst', 'data management', 'vendor management', 'compliance', 'master data management', 'issue resolution']",not disclosed,148,30 days ago,premium,logo present,4.3,what you will do deliver training locally and support /end user (mdm tools and new proc...
5902,business and data analyst - loan iq,larsen & toubro infotech limited,['pune'],5-10 yrs,"['facility management', 'data analysis', 'loan life cycle', 'retail', 'consulting', 'corporate', 'manager technology', 'database']",not disclosed,1929,30+ days ago,none,logo present,3.7,"the ba should understand & elicit requirements, map it to loan iq functionality and sup..."
5903,"analyst, data",valence health,['pune'],5-10 yrs,"['claims', 'sas', 'coding', 'pharmacy', 'data collection', 'healthcare', 'data quality', 'continuous improvement']",not disclosed,0,30+ days ago,premium,logo present,0,bachelors degree required preferred experience testing data and creating related test c...
5904,data analyst,figmd,['pune'],3-5 yrs,"['it services', 'data migration', 'linux', 'consulting', 'hipaa', 'data mining', 'jira', 'project delivery']",not disclosed,130,30+ days ago,none,no logo,3,description purpose of position: subject matter expert in the healthcare domain. perfor...
5905,senior data scientist_ml engineer (natural language processing),onx software systems pvt ltd,['bangalore/bengaluru'],4-9 yrs,"['scipy', 'natural language processing', 'scikit-learn', 'pytorch', 'tensorflow', 'data science', 'nlp', 'artificial intelligence']","15,00,000 - 30,00,000 pa.",0,30 days ago,premium,no logo,0,experience in parsing pdf and text documents preferredexperience in nlp solutions prefe...
5906,analyst - data science,nuware systems pvt ltd,['bangalore/bengaluru'],3-6 yrs,"['data analysis', 'rdbms', 'bfsi', 'application programming', 'machine learning', 'investment banking', 'data mining', 'macros']",not disclosed,19,30+ days ago,none,no logo,4,"responsibilities : data scientist with machine learning, python & r programming experie..."
5907,senior associate data engineer,themathcompany private limited,['bangalore/bengaluru'],4-8 yrs,"['cloud', 'big data', 'sql', 'airflow', 'spark', 'hadoop', 'kafka', 'etl']",not disclosed,8,27 days ago,hot job,no logo,3.6,"job description - senior associate - data engineering we, at themathcompany, enable dat..."
5908,senior data engineer - gcp,decision culture,['bangalore/bengaluru(hsr layout)'],5-10 yrs,"['airflow', 'spark', 'python', 'pyspark', 'data engineering', 'git', 'data warehousing', 'dataproc']","15,00,000 - 30,00,000 pa.",2,29 days ago,hot job,no logo,4.8,experience building and managing data pipelines and repositories in cloud environments ...
5909,business data analyst,varite,['bangalore/bengaluru'],3-8 yrs,"['it skills', 'python', 'testing', 'machine learning', 'tableau', 'power bi', 'data analysis', 'metadata']",not disclosed,36,30+ days ago,none,logo present,3.4,job description job summary data scientist will work as part of the team that turn data...
5910,national manager - strategic analytics & data science,hindustan coca cola beverages pvt ltd,['bangalore/bengaluru'],12-15 yrs,"['r', 'advanced analytics', 'data mining', 'commercial sales', 'tableau', 'sql', 'python']",not disclosed,1501,30+ days ago,premium,logo present,4.4,minimum of 3 years of experience managing a small teamjob requirementexpertise in data ...
5911,sr.associate|data engineer,affine analytics pvt ltd,['bangalore/bengaluru'],3-6 yrs,"['airflow', 'java', 'c', 'nosql', 'hadoop', 'scala', 'kafka', 'big data']",not disclosed,20,22 days ago,premium,logo present,3.2,roles and responsibilities job objective: data engineer will be responsible for expandi...
5912,azure data explorer (adx) engineer,ave-promagne,"['mangaluru/mangalore', ' bangalore/bengaluru']",1-3 yrs,"['it skills', 'python', 'data science', 'machine learning', 'azure', 'oop', 'r', 'customer engineering']",not disclosed,0,23 days ago,premium,logo present,0,qualifications required qualifications: 2+ years experience in python / r or other oop ...
5913,staff engineer - big data platform,visa inc.,['bangalore/bengaluru'],8-12 yrs,"['unix', 'computer science', 'core java', 'linux', 'db2', 'coding', 'data structures', 'data mining']",not disclosed,28,23 days ago,premium,logo present,3.6,"job description as a data engineer, you will be responsible for helping to blueprint an..."
5914,senior data engineer,"redlock, inc",['bangalore/bengaluru'],8-13 yrs,"['automation', 'data analysis', 'social media', 'artificial intelligence', 'data structures', 'apache', 'internship', 'analytics']",not disclosed,0,30+ days ago,premium,no logo,0,you will be responsible to build data models which provide highest business value and a...
5915,business data analyst,amplify analytix india private limited,['bangalore/bengaluru'],3-5 yrs,"['tableau', 'pdf', 'data science', 'business data analyst', 'analytical', 'statistical software', 'spss', 'international clients']",not disclosed,0,30+ days ago,none,no logo,0,"bachelor?s degree, any discipline is considered, extra points for numbers or business-o..."
5916,sr. data engineer,spectral consultants,['bangalore/bengaluru'],5-8 yrs,"['computer science', 'automation', 'nosql', 'postgresql', 'schema', 'scrum', 'mongodb', 'analytics']",not disclosed,2,30+ days ago,premium,no logo,5,"as a sr. data engineer, part of a team that delivers contemporary analytics solutions f..."
5917,senior data engineer,affinityanswers,['bangalore/bengaluru'],2-3 yrs,"['unix', 'station', 'side', 'usage', 'google analytics', 'machine learning', 'legal', 'manager technology']",not disclosed,0,30+ days ago,none,no logo,0,"while we do that, we must also ensure that our product lines that connect with the ad-t..."
5918,staff data engineer data platform (paas) engineering,visa inc.,['bangalore/bengaluru'],8-12 yrs,"['unix', 'computer science', 'core java', 'linux', 'db2', 'coding', 'data structures', 'data mining']",not disclosed,28,30+ days ago,premium,logo present,3.6,"bachelors in computer science, or information systems or related field experience using..."
5919,data engineer - python,wrackle technologies pvt ltd,['bangalore/bengaluru'],1-6 yrs,"['devops', 'bigquery', 'github', 'google cloud platform', 'snowflake db', 'data warehousing', 'spark', 'aws']",not disclosed,0,30+ days ago,premium,logo present,0,hands-on experience in (snowflake aws redshift azure synapse analytics google big query...
5920,sr. data engineer,databricks,['bangalore/bengaluru'],5-10 yrs,"['san', 'data analysis', 'data structures', 'business intelligence', 'troubleshooting', 'analytics', 'monitoring', 'sql']",not disclosed,0,30+ days ago,none,no logo,0,we are looking for a candidate with 5 or more years of experience in a data engineer ro...
5921,data analyst,lymbyc,['bangalore/bengaluru'],2-7 yrs,"['analyst', 'data validation', 'nosql', 'machine learning', 'schema', 'business intelligence', 'lotus', 'analytics']",not disclosed,3,30+ days ago,none,logo present,4.5,roles and responsibilities: analyse complex data sets and convert them into the informa...
5922,senior / lead data engineer,freshdesk,['bengaluru'],6-11 yrs,"['unix', 'git', 'nosql', 'orchestration', 'machine learning', 'workflow', 'data processing', 'big data']",not disclosed,34,21 days ago,none,no logo,3.6,responsibilities collaborate with ml engineers and data scientists to gather requiremen...
5923,sap data intelligence consultant,capgemini technology services india limited,['bangalore/bengaluru'],6-9 yrs,"['it skills', 'python', 'data science', 'machine learning', 'cloud', 'devops', 'big data', 'automation']",not disclosed,11296,none,preferred,logo present,3.6,well versed in handling cdc delta loads from sap sources like bw4hana native hana and s...
5924,data engineer - business intelligence,ibm india pvt. limited,['bangalore/bengaluru'],7-9 yrs,"['it skills', 'cloud', 'oracle', 'big data', 'predictive modeling', 'hive', 'hadoop', 'kafka']",not disclosed,9304,none,preferred,logo present,4,willingness to work in uk shift and all 5 days of work from gurgaon office proficient i...
5925,head of data engineering,tvs motor company ltd,['bangalore/bengaluru(koramangala)'],15-24 yrs,"['azure', 'data engineering', 'hadoop', 'azure data factory', 'avp/vp/head', 'azure databricks']",not disclosed,2069,none,none,logo present,4.1,what will you learn and do?this person will be responsible for overseeing all engineeri...
5926,head of data engineering,tvs motor company ltd,['bangalore/bengaluru(koramangala)'],15-24 yrs,"['azure', 'data engineering', 'hadoop', 'azure data factory', 'avp/vp/head', 'azure databricks']",not disclosed,2069,none,preferred,logo present,4.1,what will you learn and do?this person will be responsible for overseeing all engineeri...
5927,data engineer: big data,ibm india pvt. limited,['bangalore/bengaluru'],7-9 yrs,"['it skills', 'cloud', 'oracle', 'big data', 'sql server', 'impala', 'production support', 'hive']",not disclosed,9304,3 days ago,preferred,logo present,4,willingness to work in uk shift and all 5 days of work from gurgaon office proficient i...
5928,enterprise data modeler,philips india limited,['bangalore/bengaluru'],10-12 yrs,"['metadata', 'business transformation', 'enterprise architecture', 'data modeling', 'machine learning', 'html', 'information management', 'management']",not disclosed,519,3 days ago,none,logo present,4,responsible for the implementation of business and it data requirements through new dat...
5929,big data engineer - spark/python,parkcom,['bangalore/bengaluru'],4-9 yrs,"['hive', 'nosql', 'functional programming', 'big data', 'hdfs', 'spark', 'algorithm', 'data structure']",not disclosed,0,22 days ago,premium,logo present,0,someone with entrepreneurial mind-set delivering quick and efficient solutions with goo...
5930,senior data engineer,kaplan,['bangalore/bengaluru'],5-10 yrs,"['computer science', 'customer acquisition', 'analytical', 'ssrs', 'data governance', 'data structures', 'information management', 'ssis']",not disclosed,9,30+ days ago,none,no logo,4.4,job description the data engineer leads data engineering for multiple systems and proje...
5931,senior data engineer,kaplan test prep,['bangalore/bengaluru'],2-6 yrs,"['computer science', 'customer acquisition', 'analytical', 'ssrs', 'data governance', 'data structures', 'information management', 'ssis']",not disclosed,0,30+ days ago,none,no logo,0,"build the infrastructure required for optimal extraction, transformation, and loading o..."
5932,big data engineer - spark/python,parkcom,['bangalore'],4-9 yrs,"['hive', 'nosql', 'functional programming', 'big data', 'hdfs', 'spark', 'algorithm', 'data structure']",not disclosed,0,23 days ago,premium,logo present,0,someone with entrepreneurial mind-set delivering quick and efficient solutions with goo...
5933,big data engineer - spark/python,parkcom,['bangalore/bengaluru'],4-9 yrs,"['it skills', 'python', 'software development', 'machine learning', 'big data', 'hive', 'nosql', 'functional programming']",not disclosed,0,23 days ago,premium,logo present,0,someone with entrepreneurial mind-set delivering quick and efficient solutions with goo...
5934,sr. big data engineer,punchh tech india private limited,"['chennai', ' jaipur', ' bangalore/bengaluru', ' delhi / ncr']",5-10 yrs,"['nosql', 'hadoop', 'big data', 'kafka', 'mongodb', 'spark', 'aws']","10,00,000 - 20,00,000 pa.",2,28 days ago,premium,logo present,4.9,occasional business travels are requiredby leveraging prior industrial experience in bi...
5935,senior spec supply chain (supply chain data analyst),globalfoundries engineering private limited,['bangalore/bengaluru'],4-8 yrs,"['data validation', 'power bi', 'data analysis', 'tableau', 'dashboards', 'data analytics', 'etl', 'machine learning']",not disclosed,2,29 days ago,premium,logo present,5,bachelor s degree in data analytics or computer science or information technology or a ...
5936,senior data engineer ai - social good,cropin technology solutions pvt. ltd.,['bangalore/bengaluru'],1-4 yrs,"['bpo', 'data analysis', 'computer science', 'linux', 'coding', 'machine learning', 'data mining', 'monitoring']",not disclosed,12,30+ days ago,premium,no logo,4.2,experience in taking projects from a technology readiness level (trl) of 1 to 4 knowled...
5937,analyst-data science,accenture solutions pvt ltd,['bangalore/bengaluru'],3-5 yrs,"['statistical programming', 'computer science', 'publishing', 'data science', 'architecture', 'artificial intelligence', 'consulting', 'machine learning']",not disclosed,16912,30 days ago,preferred,logo present,3.9,skill required: data science - statistical programming designation: management level - ...
5938,job opportunity for data engineer,infovision labs india pvt. ltd,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru']",4-9 yrs,"['graphql', 'aws', 'aws quicksight', 'it skills', 'java', 'aws rds', 'quicksight', 'oracle sql']",not disclosed,28,3 days ago,premium,logo present,3.3,data engineer should have the ability to create aws quicksight dashboards and reports f...
5939,senior data engineer,cloudwick technologies private limited,"['bangalore/bengaluru', ' trivandrum/thiruvananthapuram']",5-10 yrs,"['big data', 'spark', 'aws', 'it skills', 'java', 'python', 'cloud', 'airflow']",not disclosed,0,30+ days ago,premium,no logo,0,"experience with aws cloud services is required: (ec2, emr, rds, redshift)- candidates s..."
5940,"senior business analyst with data science for bangalore ,chennai,delh",i square soft,"['new delhi', ' chennai', ' bangalore/bengaluru']",3-5 yrs,"['data science', 'business analysis']",not disclosed,0,30+ days ago,none,logo present,0,"roles and responsibilities senior business analyst with data science for bangalore , ch..."
5941,staff data engineer - observability,visa inc.,['bangalore/bengaluru'],3-7 yrs,"['computer science', 'product engineering', 'spring batch', 'machine learning', 'mongodb', 'business intelligence', 'data mining', 'business solutions']",not disclosed,28,30+ days ago,premium,logo present,3.6,"strong experience in the java development(spring batch), build system and dependency ma..."
5942,"senior business analyst with data science for bangalore ,chennai,delh",i square soft,"['new delhi', ' chennai', ' bangalore/bengaluru']",3-5 yrs,"['data science', 'business analysis']",not disclosed,0,30+ days ago,hot job,logo present,0,"roles and responsibilities senior business analyst with data science for bangalore , ch..."
5943,analyst (data science),bloom consulting services,['bengaluru'],3-8 yrs,"['github', 'version control', 'data science', 'sql database', 'agile development', 'control testing', 'consulting', 'machine learning']",not disclosed,20,30+ days ago,none,no logo,4.1,what you need for this position you should have knowledge of: core kpiskey skills requi...
5944,big data developer,persistent systems,"['hyderabad/secunderabad', ' pune', ' bangalore/bengaluru']",8-13 yrs,"['java', 'big data', 'aws', 'it skills', 'j2ee', 'python', 'testing', 'performance testing']","20,00,000 - 35,00,000 pa.",628,2 days ago,hot job,no logo,4,this is a remote job opportunity. responsibilitiesdevelop efficient data pipelines to c...
5945,staff data engineer - payments systems risk,visa inc.,['bangalore/bengaluru'],8-9 yrs,"['computer science', 'sas', 'db2', 'coding', 'mysql', 'agile', 'selenium', 'open source']",not disclosed,28,30+ days ago,premium,logo present,3.6,"bachelor degree in a technical field such as computer science, computer engineering or ..."
5946,senior data engineer,execboardinasia,['bangalore/bengaluru'],5-10 yrs,"['architect', 'business reporting', 'coding', 'analytical', 'production', 'manager technology', 'business rules', 'data extraction']",not disclosed,0,30+ days ago,none,no logo,0,you have got proven experience working with large datasets and reporting platforms and ...
5947,senior data engineer,execboardinasia,['bangalore/bengaluru'],5-10 yrs,"['backend', 'data domain', 'business reporting', 'coding', 'analytical', 'domain expert', 'production', 'business rules']",not disclosed,0,30+ days ago,none,no logo,0,"as a senior data engineer, you will have the opportunity to apply your strong technical..."
5948,senior data engineer,mainspring healthcare solutions an accruent company,['bangalore/bengaluru'],5-10 yrs,"['rdbms', 'cognos', 'mysql', 'javascript', 'json', 'oracle', 'business intelligence', 'troubleshooting']",not disclosed,0,17 days ago,none,no logo,0,"you will be responsible for the design and development of data pipelines for streaming,..."
5949,opportunity for role of data engineer with hpe,allegis services india pvt. ltd.,['bangalore/bengaluru'],6-11 yrs,"['it skills', 'java', 'python', 'machine learning', 'javascript', 'big data', 'hive', 'nosql']",not disclosed,197,30+ days ago,none,logo present,3.8,teksystems || location - bangalore||electronic city location hope you are doing well! i...
5950,senior data engineer,cropin technology solutions pvt. ltd.,['bangalore/bengaluru'],1-4 yrs,"['bpo', 'data analysis', 'computer science', 'linux', 'coding', 'machine learning', 'data mining', 'monitoring']",not disclosed,12,30+ days ago,premium,no logo,4.2,experience in taking projects from a technology readiness level (trl) of 1 to 4 he / sh...
5951,senior data engineer,accruent,['bangalore/bengaluru'],4-5 yrs,"['rdbms', 'cognos', 'mysql', 'javascript', 'json', 'oracle', 'business intelligence', 'troubleshooting']",not disclosed,0,20 days ago,none,no logo,0,"you will be responsible for the design and development of data pipelines for streaming,..."
5952,"senior, data science",near pte. ltd.,['bangalore/bengaluru'],4-8 yrs,"['computer science', 'telecom', 'coding', 'project management', 'analytical', 'intellectual property', 'machine learning', 'ansi']",not disclosed,0,30+ days ago,premium,no logo,0,"&; as a senior data science, you will collaborate with your team members, software engi..."
5953,sap data intelligence consultant,capgemini technology services india limited,['bangalore/bengaluru'],4-6 yrs,"['training', 'computer vision', 'deep learning', 'computer languages', 'sap', 'neural networks', 'machine learning', 'monitoring']",not disclosed,11296,none,preferred,logo present,3.6,well versed with building custom operators based on custom docker containers a drive to...
5954,advisor engineering - data factory / data hub,dxc technology,['bangalore/bengaluru'],8-11 yrs,"['business process', 'computer science', 'data cleansing', 'sas', 'analytical', 'predictive modeling', 'manager quality control', 'data mining']",not disclosed,3036,none,none,logo present,3.5,"essential job functions using data analytics, works with business unit leaders in ident..."
5955,engineering - data factory / data hub,dxc technology,['bangalore/bengaluru'],3-8 yrs,"['it skills', 'java', 'python', 'machine learning', 'big data', 'computer science', 'data cleansing', 'sas']",not disclosed,3036,none,none,logo present,3.5,essential job functions uses multi-dimensional and/or relational databases such as olap...
5956,application developer sr. data science,rgf professional recruitment,['bangalore/bengaluru'],6-8 yrs,"['computer science', 'ms sql', 'data analysis', 'data science', 'data modeling', 'web development', 'workflow', 'stored procedures']",not disclosed,3,30+ days ago,none,no logo,2.8,"great ui skills data analysis skills and experience extracting information from sql db,..."
5957,"software engineer ii, backend - core data",uber,['bangalore/bengaluru'],1-3 yrs,"['backend', 'coding', 'analytical', 'debugging', 'machine learning', 'data structures', 'open source', 'distribution system']",not disclosed,342,none,none,logo present,3.9,"work alongside the pioneers of big data systems such as hive, yarn, spark to build out ..."
5958,"senior, data science",near pte. ltd.,['bangalore/bengaluru'],4-8 yrs,"['computer science', 'telecom', 'coding', 'project management', 'analytical', 'intellectual property', 'html', 'ansi']",not disclosed,0,30+ days ago,premium,no logo,0,"in the role of senior data science in the near s data science team, you ll join a team ..."
5959,data science manager automation & ai,lam research,['bangalore/bengaluru'],10-15 yrs,"['cloud computing', 'business objects', 'ms sql', 'jquery', 'project management', 'javascript', 'agile', 'application development']",not disclosed,31,30+ days ago,premium,no logo,4.1,job responsibilities lead application development and data science project teams. hands...
5960,hiring in data analytics ( 3+ years of experience in alteryx ),kpmg,['bangalore/bengaluru'],3-7 yrs,"['communication skills', 'excel', 'power bi', 'written communication', 'team skills', 'alteryx', 'data analytics', 'etl']","6,00,000 - 9,00,000 pa.",1446,2 days ago,hot job,logo present,3.7,preferred skills:technical skills: 3- 4 years experience in data analytics and related ...
5961,hiring in data analytics ( 3+ years of experience in alteryx ),kpmg,['bangalore/bengaluru'],3-7 yrs,"['communication skills', 'excel', 'power bi', 'written communication', 'team skills', 'alteryx', 'data analytics', 'etl']","6,00,000 - 9,00,000 pa.",1446,2 days ago,hot job,logo present,3.7,preferred skills:technical skills: 3- 4 years experience in data analytics and related ...
5962,data engineer - business intelligence,ibm india pvt. limited,['bangalore/bengaluru'],5-10 yrs,"['it skills', 'cloud', 'javascript', 'business intelligence', 'qlik sense', 'ui development', 'data analysis', 'qlikview']",not disclosed,9304,8 days ago,preferred,logo present,4,minimum 5+ years of experience in it industry required technical and professional exper...
5963,data product ops ( data/ ai/ ml ops ) - product manager,glaxosmithkline pharmaceuticals limited,['bangalore/bengaluru'],6-10 yrs,"['data science', 'pyspark', 'data engineering', 'artificial intelligence', 'computational biology', 'data analytics', 'statistics', 'operations']",not disclosed,829,9 days ago,preferred,logo present,4.3,bachelor s in engineering or sciences or equivalent relevant experience requiredmasters...
5964,"computer science faculty for b.tech (ai, ml, iot, data science)",vision group of institutions,"['kanpur', ' aligarh']",0-5 yrs,"['java', 'software', 'artificial intelligence', 'programming', 'topper', 'machine learning', 'computer sciene & engineering', 'iot']","1,25,000 - 1,50,000 pa.",29,8 days ago,none,no logo,3.7,should be able to work in new technologies of cs with specialization in any hostel faci...
5965,market unit - data business analyst (11),accenture solutions pvt ltd,['bangalore/bengaluru'],1-2 yrs,"['tableau', 'datastudio', 'sql', 'qlickview', 'communications', 'data modelling', 'microsoft access', 'powerbi']",not disclosed,16912,22 days ago,premium,logo present,3.9,be / btech or post graduate degree in computer applications or it backgrounds communica...
5966,business data analyst,kaplan,['bangalore/bengaluru'],2-5 yrs,"['computer science', 'data analysis', 'service level', 'analytical', 'machine learning', 'marketing operations', 'data mining', 'sql']",not disclosed,9,30+ days ago,none,no logo,4.4,"bachelors or master s degree in computer science, statistics, mathematics, machine lear..."
